Ticker,Revenue,Market Cap,BICS_4,GHG Scope 1P,Intensity,GHG Scope 1C,Year
HDSN US Equity,166.525,37.9162,Industrial Wholesale & Rental,5.617,37.591953,6.26,2018
HDSN US Equity,162.059,41.6694,Industrial Wholesale & Rental,6.26,38.461301000000006,6.233,2019
HDSN US Equity,147.605,47.2492,Industrial Wholesale & Rental,6.233,42.783104,6.315,2020
HDSN US Equity,192.748,198.7296,Industrial Wholesale & Rental,6.315,33.748729,6.505,2021
GTLS US Equity,794.585,1601.1578,Fabricated Metal & Hardware,13.782,18.457434000000003,14.666,2011
GTLS US Equity,1014.152,2003.4471,Fabricated Metal & Hardware,14.666,16.295388000000003,16.526,2012
GTLS US Equity,1177.438,2905.3999,Fabricated Metal & Hardware,16.526,14.128982,16.636,2013
GTLS US Equity,1192.952,1042.493,Fabricated Metal & Hardware,16.636,12.746531000000001,15.206,2014
GTLS US Equity,1040.16,548.6,Fabricated Metal & Hardware,15.206,16.344601,17.001,2015
GTLS US Equity,859.154,1102.6862,Fabricated Metal & Hardware,17.001,19.129283,16.435,2016
GTLS US Equity,842.9,1443.7566,Fabricated Metal & Hardware,16.435,19.392573,16.346,2017
GTLS US Equity,1084.3,2039.5782,Fabricated Metal & Hardware,16.346,15.786221999999999,17.117,2018
GTLS US Equity,1215.5,2416.1416,Fabricated Metal & Hardware,17.117,15.624023000000001,18.991,2019
GTLS US Equity,1177.1,4172.7163,Fabricated Metal & Hardware,18.991,14.765101,17.38,2020
GTLS US Equity,1317.7,5707.756,Fabricated Metal & Hardware,17.38,15.816195000000002,20.841,2021
KBR US Equity,9261.0,4128.7571,IT Services,1.25,0.113811,1.054,2011
KBR US Equity,7921.0,4415.7361,IT Services,1.054,0.128898,1.021,2012
KBR US Equity,7214.0,4725.9452,IT Services,1.021,0.161214,1.163,2013
KBR US Equity,6366.0,2454.9919,IT Services,1.163,0.14546,0.926,2014
KBR US Equity,5096.0,2403.6274,IT Services,0.926,0.181711,0.926,2015
KBR US Equity,4268.0,2383.3951,IT Services,0.926,0.216963,0.926,2016
KBR US Equity,4171.0,2779.5035,IT Services,0.926,0.222009,0.926,2017
KBR US Equity,4913.0,2138.8625,IT Services,0.926,0.18848,0.926,2018
KBR US Equity,5639.0,4293.3646,IT Services,0.926,0.766803,4.324,2019
KBR US Equity,5767.0,4353.894,IT Services,4.324,0.7303620000000001,4.212,2020
KBR US Equity,7339.0,6656.6158,IT Services,4.212,0.57392,4.212,2021
ADUS US Equity,230.105,38.4668,Health Care Services,8.438,35.566372,8.184,2011
ADUS US Equity,244.315,77.3628,Health Care Services,8.184,34.279516,8.375,2012
ADUS US Equity,265.941,244.9969,Health Care Services,8.375,34.304601,9.123,2013
ADUS US Equity,312.942,267.2127,Health Care Services,9.123,28.414211,8.892,2014
ADUS US Equity,336.815,258.5942,Health Care Services,8.892,26.98514,9.089,2015
ADUS US Equity,400.688,404.0213,Health Care Services,9.089,23.901390000000003,9.577,2016
ADUS US Equity,425.994,404.7936,Health Care Services,9.577,22.307826,9.503,2017
ADUS US Equity,516.647,890.9929,Health Care Services,9.503,20.965958999999998,10.832,2018
ADUS US Equity,648.791,1518.2847,Health Care Services,10.832,16.678715,10.821,2019
ADUS US Equity,764.775,1828.5945,Health Care Services,10.821,12.279429,9.391,2020
ADUS US Equity,864.499,1490.5494,Health Care Services,9.391,11.407763,9.862,2021
AUTL US Equity,1.715,467.9753,Biotech,1.324,615.7434400000001,1.056,2020
AUTL US Equity,2.33,471.8116,Biotech,1.056,513.733906,1.197,2021
BKR US Equity,13082.0,20167.55,Oilfield Services & Equipment,286.391,27.202416,355.862,2016
BKR US Equity,17179.0,35721.56,Oilfield Services & Equipment,355.862,22.299028,383.075,2017
BKR US Equity,22877.0,22252.5,Oilfield Services & Equipment,383.075,15.44359,353.303,2018
BKR US Equity,23838.0,26322.01,Oilfield Services & Equipment,353.303,16.071147,383.104,2019
BKR US Equity,20705.0,21579.75,Oilfield Services & Equipment,383.104,20.879787,432.316,2020
BKR US Equity,20502.0,24685.56,Oilfield Services & Equipment,432.316,19.088186999999998,391.346,2021
HBI US Equity,4434.291,2131.7287,"Apparel, Footwear & Acc Design",85.723,19.693565,87.327,2011
HBI US Equity,4525.721,3437.48,"Apparel, Footwear & Acc Design",87.327,19.205779999999997,86.92,2012
HBI US Equity,4627.802,6897.2374,"Apparel, Footwear & Acc Design",86.92,17.953447,83.085,2013
HBI US Equity,5324.746,11082.8211,"Apparel, Footwear & Acc Design",83.085,16.73601,89.115,2014
HBI US Equity,5731.549,11526.3422,"Apparel, Footwear & Acc Design",89.115,15.189786,87.061,2015
HBI US Equity,6028.199,8168.2797,"Apparel, Footwear & Acc Design",87.061,17.151390999999997,103.392,2016
HBI US Equity,6471.41,7555.413,"Apparel, Footwear & Acc Design",103.392,14.018892,90.722,2017
HBI US Equity,6803.955,4404.6143,"Apparel, Footwear & Acc Design",90.722,15.702926,106.842,2018
HBI US Equity,6966.923,5375.1192,"Apparel, Footwear & Acc Design",106.842,14.186894,98.839,2019
HBI US Equity,6127.161,5085.5364,"Apparel, Footwear & Acc Design",98.839,11.373783,69.689,2020
HBI US Equity,6801.24,5850.3824,"Apparel, Footwear & Acc Design",69.689,12.793255,87.01,2021
JOBS US Equity,1334.7626,7527.503,Internet Media & Services,3.018,4.541632,6.062,2011
JOBS US Equity,1465.8849,8422.0097,Internet Media & Services,6.062,4.193372,6.147,2012
JOBS US Equity,1633.7672,13942.6787,Internet Media & Services,6.147,3.7704269999999998,6.16,2013
JOBS US Equity,1819.7649,13130.6446,Internet Media & Services,6.16,3.347685,6.092,2014
JOBS US Equity,1993.9961,11265.5981,Internet Media & Services,6.092,3.1715210000000003,6.324,2015
JOBS US Equity,2338.334,13826.1646,Internet Media & Services,6.324,2.7686379999999997,6.474,2016
JOBS US Equity,2848.592,24489.6269,Internet Media & Services,6.474,2.310615,6.582,2017
JOBS US Equity,3739.701,26574.7883,Internet Media & Services,6.582,1.9448079999999999,7.273,2018
JOBS US Equity,4000.025,39482.62,Internet Media & Services,7.273,1.932738,7.731,2019
JOBS US Equity,3688.951,30798.3712,Internet Media & Services,7.731,1.949335,7.191,2020
STIM US Equity,52.776,343.3464,Health Care Services,6.671,131.764438,6.954,2018
STIM US Equity,62.656,83.7161,Health Care Services,6.954,113.508682,7.112,2019
STIM US Equity,49.244,212.3565,Health Care Services,7.112,139.570303,6.873,2020
STIM US Equity,55.312,117.7217,Health Care Services,6.873,111.693665,6.178,2021
EVER US Equity,163.349,36.3451,Internet Media & Services,8.658,58.751508,9.597,2018
EVER US Equity,248.811,908.1513,Internet Media & Services,9.597,45.693317,11.369,2019
EVER US Equity,346.935,1053.7767,Internet Media & Services,11.369,29.475261999999997,10.226,2020
EVER US Equity,418.515,469.0589,Internet Media & Services,10.226,25.817474,10.805,2021
PHAS US Equity,2.361,175.7627,Specialty & Generic Pharma,0.726,539.601864,1.274,2019
PHAS US Equity,0.32,98.9247,Specialty & Generic Pharma,1.274,1556.25,0.498,2020
PHAS US Equity,10.831,125.7774,Specialty & Generic Pharma,0.498,245.314375,2.657,2021
GRTS US Equity,4.365,325.9066,Specialty & Generic Pharma,0.944,375.945017,1.641,2019
GRTS US Equity,4.037,187.3576,Specialty & Generic Pharma,1.641,406.98538499999995,1.643,2020
GRTS US Equity,48.214,887.9557,Specialty & Generic Pharma,1.643,87.443481,4.216,2021
YMAB US Equity,34.897,708.2913,Specialty & Generic Pharma,2.779,92.75869,3.237,2021
RTL US Equity,291.207,1414.9956,Multi Asset Class REIT,6.206,21.867606000000002,6.368,2018
RTL US Equity,299.744,1438.382,Multi Asset Class REIT,6.368,21.308183,6.387,2019
RTL US Equity,305.224,808.6605,Multi Asset Class REIT,6.387,21.059943,6.428,2020
RTL US Equity,335.156,1130.1393,Multi Asset Class REIT,6.428,19.75498,6.621,2021
ARVN US Equity,14.3239,425.7591,Specialty & Generic Pharma,2.391,158.406579,2.269,2018
ARVN US Equity,42.9765,1580.377,Specialty & Generic Pharma,2.269,72.900306,3.133,2019
ARVN US Equity,21.8018,4115.3461,Specialty & Generic Pharma,3.133,112.376042,2.45,2020
ARVN US Equity,46.7,4353.42,Specialty & Generic Pharma,2.45,60.428266,2.822,2021
CMLS US Equity,1140.36,178.8014,Local TV & Radio Broadcast,6.21,5.421971999999999,6.183,2018
CMLS US Equity,1113.445,309.3776,Local TV & Radio Broadcast,6.183,5.651828,6.293,2019
CMLS US Equity,816.218,177.696,Local TV & Radio Broadcast,6.293,7.158627,5.843,2020
CMLS US Equity,916.467,230.8892,Local TV & Radio Broadcast,5.843,6.842581,6.271,2021
BR US Equity,2303.5,2654.496,Data & Transaction Processors,9.145,3.9227259999999995,9.036,2011
BR US Equity,2430.8,3163.02,Data & Transaction Processors,9.036,3.749794,9.115,2012
BR US Equity,2558.0,4975.98,Data & Transaction Processors,9.115,3.679828,9.413,2013
BR US Equity,2694.2,5911.182,Data & Transaction Processors,9.413,3.579912,9.645,2014
BR US Equity,2897.0,7713.16,Data & Transaction Processors,9.645,3.226096,9.346,2015
BR US Equity,4142.6,8802.74,Data & Transaction Processors,9.346,2.350456,9.737,2016
BR US Equity,4329.9,13386.13,Data & Transaction Processors,9.737,2.409986,10.435,2017
BR US Equity,4362.2,14593.824,Data & Transaction Processors,10.435,2.358214,10.287,2018
BR US Equity,4529.0,14524.469,Data & Transaction Processors,10.287,2.271362,10.287,2019
BR US Equity,4993.7,18753.633,Data & Transaction Processors,10.287,2.061397,10.294,2020
BR US Equity,5709.1,16721.115,Data & Transaction Processors,10.294,1.803086,10.294,2021
BMBL US Equity,765.66,4375.1511,Internet Media & Services,9.261,12.031450000000001,9.212,2021
MESA US Equity,681.595,331.2942,Airlines,1021.49,1593.18657,1085.908,2018
MESA US Equity,723.357,211.8826,Airlines,1085.908,1823.117769,1318.765,2019
MESA US Equity,545.07,104.8044,Airlines,1318.765,1625.105032,885.796,2020
MESA US Equity,503.591,275.4441,Airlines,885.796,1669.4341239999999,840.712,2021
IIIV US Equity,319.642,604.968,Data & Transaction Processors,7.057,22.691011,7.253,2018
IIIV US Equity,372.918,550.5989,Data & Transaction Processors,7.253,18.888871,7.044,2019
IIIV US Equity,151.543,776.8103,Data & Transaction Processors,7.044,33.172103,5.027,2020
IIIV US Equity,216.984,780.8994,Data & Transaction Processors,5.027,24.37046,5.288,2021
CVLG US Equity,652.627,43.723,Trucking,85.356,144.10835,94.049,2011
CVLG US Equity,674.254,81.6197,Trucking,94.049,135.01885,91.037,2012
CVLG US Equity,684.549,122.4087,Trucking,91.037,141.88757900000002,97.129,2013
CVLG US Equity,718.98,490.5991,Trucking,97.129,123.604273,88.869,2014
CVLG US Equity,724.24,342.3507,Trucking,88.869,180.532696,130.749,2015
CVLG US Equity,670.651,352.94,Trucking,130.749,186.530699,125.097,2016
CVLG US Equity,705.007,459.0969,Trucking,125.097,182.040746,128.34,2017
CVLG US Equity,885.455,352.6216,Trucking,128.34,178.99498,158.492,2018
CVLG US Equity,885.387,239.3082,Trucking,158.492,272.46729400000004,241.239,2019
CVLG US Equity,838.561,253.7577,Trucking,241.239,106.34765999999999,89.179,2020
CVLG US Equity,1046.003,443.0767,Trucking,89.179,74.511259,77.939,2021
OPBK US Equity,18.037,54.2511,Banks,3.355,193.54659900000001,3.491,2013
OPBK US Equity,26.753,88.1187,Banks,3.491,146.114454,3.909,2014
OPBK US Equity,33.1701,83.0704,Banks,3.909,126.921535,4.21,2015
OPBK US Equity,40.7077,99.3034,Banks,4.21,110.765285,4.509,2016
OPBK US Equity,49.2689,129.2672,Banks,4.509,95.760206,4.718,2017
OPBK US Equity,59.397,140.6809,Banks,4.718,84.566561,5.023,2018
OPBK US Equity,70.205,162.843,Banks,5.023,72.815327,5.112,2019
OPBK US Equity,64.427,115.6286,Banks,5.112,77.2347,4.976,2020
OPBK US Equity,80.175,193.1584,Banks,4.976,65.631431,5.262,2021
LOVE US Equity,165.8813,322.5926,Furniture,7.027,47.787183,7.927,2018
LOVE US Equity,233.3774,164.2641,Furniture,7.927,38.281342,8.934,2019
LOVE US Equity,320.7378,848.7534,Furniture,8.934,26.604284999999997,8.533,2020
LOVE US Equity,498.239,764.3335,Furniture,8.533,18.942715999999997,9.438,2021
LQDA US Equity,2.707,336.1517,Biotech,2.212,531.58478,1.439,2018
LQDA US Equity,8.0721,120.6887,Biotech,1.439,286.91418600000003,2.316,2019
LQDA US Equity,0.7396,127.842,Biotech,2.316,1050.567875,0.777,2020
LQDA US Equity,12.8533,254.6413,Biotech,0.777,200.259855,2.574,2021
EMAN US Equity,29.181,87.0017,Semiconductor Devices,7.005,248.86056000000002,7.262,2011
EMAN US Equity,30.56,84.5181,Semiconductor Devices,7.262,245.418848,7.5,2012
EMAN US Equity,27.99,67.718,Semiconductor Devices,7.5,238.87102499999997,6.686,2013
EMAN US Equity,25.715,58.4558,Semiconductor Devices,6.686,253.00408299999998,6.506,2014
EMAN US Equity,25.142,41.3702,Semiconductor Devices,6.506,255.86667699999998,6.433,2015
EMAN US Equity,21.397,68.3455,Semiconductor Devices,6.433,302.098425,6.464,2016
EMAN US Equity,22.031,57.7839,Semiconductor Devices,6.464,294.539513,6.489,2017
EMAN US Equity,26.235,46.5161,Semiconductor Devices,6.489,263.960358,6.925,2018
EMAN US Equity,26.726,17.2204,Semiconductor Devices,6.925,250.20579199999997,6.687,2019
EMAN US Equity,29.424,113.4024,Semiconductor Devices,6.687,242.45513899999997,7.134,2020
EMAN US Equity,26.046,93.8726,Semiconductor Devices,7.134,286.41634,7.46,2021
CLNE US Equity,292.717,1064.4984,Refining & Marketing,3.782,15.742167000000002,4.608,2011
CLNE US Equity,334.008,1091.0493,Refining & Marketing,4.608,13.466743,4.498,2012
CLNE US Equity,352.475,1151.0134,Refining & Marketing,4.498,13.805233999999999,4.866,2013
CLNE US Equity,428.94,450.5657,Refining & Marketing,4.866,11.290623,4.843,2014
CLNE US Equity,384.32,332.5778,Refining & Marketing,4.843,12.650916,4.862,2015
CLNE US Equity,402.656,416.2389,Refining & Marketing,4.862,11.625308,4.681,2016
CLNE US Equity,341.599,307.8515,Refining & Marketing,4.681,16.66574,5.693,2017
CLNE US Equity,346.419,350.1918,Refining & Marketing,5.693,16.433856,5.693,2018
CLNE US Equity,344.065,479.0519,Refining & Marketing,5.693,16.546292,5.693,2019
CLNE US Equity,291.724,1560.1409,Refining & Marketing,5.693,55.929577,16.316,2020
CLNE US Equity,255.646,1365.0586,Refining & Marketing,16.316,225.898313,57.75,2021
AFRM US Equity,870.464,18141.2683,Data & Transaction Processors,5.35,7.527019999999999,6.552,2020
AFRM US Equity,1349.292,5189.8186,Data & Transaction Processors,6.552,4.7980719999999994,6.474,2021
OC US Equity,5335.0,3472.248,Building Materials,3135.28,542.104967,2892.13,2011
OC US Equity,5172.0,4375.917,Building Materials,2892.13,528.074246,2731.2,2012
OC US Equity,5295.0,4796.816,Building Materials,2731.2,480.222852,2542.78,2013
OC US Equity,5260.0,4150.379,Building Materials,2542.78,482.07604599999996,2535.72,2014
OC US Equity,5350.0,5450.777,Building Materials,2535.72,437.542056,2340.85,2015
OC US Equity,5677.0,5810.812,Building Materials,2340.85,450.805003,2559.22,2016
OC US Equity,6384.0,10251.31,Building Materials,2559.22,391.439536,2498.95,2017
OC US Equity,7057.0,4815.81,Building Materials,2498.95,401.584243,2833.98,2018
OC US Equity,7160.0,7098.08,Building Materials,2833.98,387.76676,2776.41,2019
OC US Equity,7055.0,8000.256,Building Materials,2776.41,349.468462,2465.5,2020
OC US Equity,8498.0,9086.2,Building Materials,2465.5,295.282419,2509.31,2021
NXPI US Equity,4194.0,3809.2547,Semiconductor Devices,614.565,133.97472599999998,561.89,2011
NXPI US Equity,4358.0,6554.3967,Semiconductor Devices,561.89,130.874943,570.353,2012
NXPI US Equity,4815.0,11371.3953,Semiconductor Devices,570.353,152.460644,734.098,2013
NXPI US Equity,5647.0,17769.112,Semiconductor Devices,734.098,143.659111,811.243,2014
NXPI US Equity,6101.0,28813.7528,Semiconductor Devices,811.243,133.35781,813.616,2015
NXPI US Equity,9498.0,32871.7699,Semiconductor Devices,813.616,66.172773,628.509,2016
NXPI US Equity,9256.0,40152.9712,Semiconductor Devices,628.509,64.838159,600.142,2017
NXPI US Equity,9407.0,21455.6512,Semiconductor Devices,600.142,60.809822,572.038,2018
NXPI US Equity,8877.0,35815.6726,Semiconductor Devices,572.038,52.277684,464.069,2019
NXPI US Equity,8612.0,44598.3298,Semiconductor Devices,464.069,38.214236,329.101,2020
NXPI US Equity,11063.0,60350.311,Semiconductor Devices,329.101,35.021784,387.446,2021
NCMI US Equity,435.4,648.8333,Advertising & Marketing,8.717,20.413413,8.888,2011
NCMI US Equity,448.8,769.8908,Advertising & Marketing,8.888,20.002228,8.977,2012
NCMI US Equity,462.8,1169.7975,Advertising & Marketing,8.977,19.334486000000002,8.948,2013
NCMI US Equity,394.0,844.2508,Advertising & Marketing,8.948,21.538071,8.486,2014
NCMI US Equity,446.5,930.6471,Advertising & Marketing,8.486,19.805151,8.843,2015
NCMI US Equity,447.6,876.5614,Advertising & Marketing,8.843,19.512958,8.734,2016
NCMI US Equity,426.1,516.9223,Advertising & Marketing,8.734,20.668857,8.807,2017
NCMI US Equity,441.4,480.326,Advertising & Marketing,8.807,19.902583,8.785,2018
NCMI US Equity,444.8,560.0481,Advertising & Marketing,8.785,19.116457,8.503,2019
NCMI US Equity,90.4,290.3118,Advertising & Marketing,8.503,55.730087999999995,5.038,2020
NCMI US Equity,114.6,221.7239,Advertising & Marketing,5.038,48.86562,5.6,2021
NEX US Equity,1542.081,2133.754,Oilfield Services & Equipment,61.452,87.43120499999999,134.826,2017
NEX US Equity,2137.006,852.2578,Oilfield Services & Equipment,134.826,95.825187,204.779,2018
NEX US Equity,1821.556,1423.147,Oilfield Services & Equipment,204.779,223.371667,406.884,2019
NEX US Equity,1202.581,737.6736,Oilfield Services & Equipment,406.884,182.515772,219.49,2020
NEX US Equity,1423.441,859.1675,Oilfield Services & Equipment,219.49,356.096951,506.883,2021
AER US Equity,1093.923,1684.8341,Commercial Finance,23.135,21.898251000000002,23.955,2011
AER US Equity,972.52,1555.3477,Commercial Finance,23.955,23.876116,23.22,2012
AER US Equity,1050.066,4363.6087,Commercial Finance,23.22,22.567153,23.697,2013
AER US Equity,3591.559,8242.1961,Commercial Finance,23.697,9.141155999999999,32.831,2014
AER US Equity,5287.555,8646.7695,Commercial Finance,32.831,6.87955,36.376,2015
AER US Equity,5006.145,7333.6441,Commercial Finance,36.376,7.161797999999999,35.853,2016
AER US Equity,4942.895,8048.9144,Commercial Finance,35.853,6.610296,32.674,2017
AER US Equity,4738.416,5649.9167,Commercial Finance,32.674,7.0164800000000005,33.247,2018
AER US Equity,4871.101,8088.4371,Commercial Finance,33.247,7.274947,35.437,2019
AER US Equity,4410.624,5943.5654,Commercial Finance,35.437,0.000453,0.002,2020
AER US Equity,4501.431,16053.7702,Commercial Finance,0.002,0.000444,0.002,2021
SBH US Equity,3269.131,3055.3462,Other Spec Retail - Discr,7.819,2.5021940000000003,8.18,2011
SBH US Equity,3523.644,4522.2467,Other Spec Retail - Discr,8.18,2.257606,7.955,2012
SBH US Equity,3622.216,4301.358,Other Spec Retail - Discr,7.955,2.223501,8.054,2013
SBH US Equity,3753.498,4233.2632,Other Spec Retail - Discr,8.054,2.1470640000000003,8.059,2014
SBH US Equity,3834.343,3596.985,Other Spec Retail - Discr,8.059,2.039724,7.821,2015
SBH US Equity,3952.618,3712.5833,Other Spec Retail - Discr,7.821,1.970593,7.789,2016
SBH US Equity,3938.317,2537.2743,Other Spec Retail - Discr,7.789,2.004156,7.893,2017
SBH US Equity,3932.565,2205.4391,Other Spec Retail - Discr,7.893,2.003273,7.878,2018
SBH US Equity,3876.411,1738.0353,Other Spec Retail - Discr,7.878,3.4570640000000004,13.401,2019
SBH US Equity,3514.33,976.7908,Other Spec Retail - Discr,13.401,5.947933,20.903,2020
SBH US Equity,3874.997,1902.5841,Other Spec Retail - Discr,20.903,3.464003,13.423,2021
CNK US Equity,2279.613,2111.5901,Entertainment Facilities,27.128,12.23541,27.892,2011
CNK US Equity,2473.531,2986.3923,Entertainment Facilities,27.892,11.510670000000001,28.472,2012
CNK US Equity,2682.894,3845.7,Entertainment Facilities,28.472,11.025780000000001,29.581,2013
CNK US Equity,2626.99,4116.6219,Entertainment Facilities,29.581,11.156114,29.307,2014
CNK US Equity,2852.609,3875.3413,Entertainment Facilities,29.307,10.741395,30.641,2015
CNK US Equity,2918.765,4457.8253,Entertainment Facilities,30.641,10.554464,30.806,2016
CNK US Equity,2991.547,4055.6606,Entertainment Facilities,30.806,10.894363,32.591,2017
CNK US Equity,3221.735,4182.533,Entertainment Facilities,32.591,9.785721,31.527,2018
CNK US Equity,3283.099,3965.5836,Entertainment Facilities,31.527,10.634769,34.915,2019
CNK US Equity,686.31,2064.4099,Entertainment Facilities,34.915,29.409451,20.184,2020
CNK US Equity,1510.464,1911.4467,Entertainment Facilities,20.184,19.864095,30.004,2021
FEIM US Equity,63.595,63.56,Communications Equipment,5.688,92.082711,5.856,2011
FEIM US Equity,68.932,91.7385,Communications Equipment,5.856,85.67864,5.906,2012
FEIM US Equity,71.55,90.8526,Communications Equipment,5.906,85.730259,6.134,2013
FEIM US Equity,76.564,115.1748,Communications Equipment,6.134,80.66454200000001,6.176,2014
FEIM US Equity,55.416,88.6679,Communications Equipment,6.176,114.082575,6.322,2015
FEIM US Equity,50.351,92.5785,Communications Equipment,6.322,112.649203,5.672,2016
FEIM US Equity,39.407,78.1183,Communications Equipment,5.672,140.279646,5.528,2017
FEIM US Equity,49.509,108.209,Communications Equipment,5.528,110.909128,5.491,2018
FEIM US Equity,41.507,91.5748,Communications Equipment,5.491,153.275351,6.362,2019
FEIM US Equity,54.254,99.0765,Communications Equipment,6.362,110.27758299999999,5.983,2020
FEIM US Equity,48.296,75.3987,Communications Equipment,5.983,139.57677700000002,6.741,2021
HARP US Equity,5.777,368.3427,Specialty & Generic Pharma,1.68,339.103341,1.959,2019
HARP US Equity,17.444,424.4382,Specialty & Generic Pharma,1.959,169.456547,2.956,2020
HARP US Equity,23.654,247.3817,Specialty & Generic Pharma,2.956,133.88855999999998,3.167,2021
VASO US Equity,16.373,78.125,Medical Equipment,2.009,239.96824,3.929,2011
VASO US Equity,29.24,29.1623,Medical Equipment,3.929,178.69357,5.225,2012
VASO US Equity,32.89,52.7762,Medical Equipment,5.225,168.318638,5.536,2013
VASO US Equity,34.954,26.5416,Medical Equipment,5.536,163.185901,5.704,2014
VASO US Equity,57.082,31.3715,Medical Equipment,5.704,111.348586,6.356,2015
VASO US Equity,72.589,20.6219,Medical Equipment,6.356,86.39049999999999,6.271,2016
VASO US Equity,72.788,8.677,Medical Equipment,6.271,91.01774999999999,6.625,2017
VASO US Equity,73.98,4.2446,Medical Equipment,6.625,85.455529,6.322,2018
VASO US Equity,75.515,5.1684,Medical Equipment,6.322,89.17433600000001,6.734,2019
VASO US Equity,69.85,15.5693,Medical Equipment,6.734,99.81388700000001,6.972,2020
VASO US Equity,75.579,9.5532,Medical Equipment,6.972,94.576536,7.148,2021
CFFI US Equity,100.836,84.5484,Banks,5.191,51.697806,5.213,2011
CFFI US Equity,97.586,126.9375,Banks,5.213,53.522022,5.223,2012
CFFI US Equity,102.432,154.7662,Banks,5.223,49.496251,5.07,2013
CFFI US Equity,105.9,135.8611,Banks,5.07,48.394712,5.125,2014
CFFI US Equity,107.763,134.0737,Banks,5.125,47.437432,5.112,2015
CFFI US Equity,115.066,173.1072,Banks,5.112,45.365269,5.22,2016
CFFI US Equity,116.825,202.759,Banks,5.22,44.896212,5.245,2017
CFFI US Equity,118.306,186.0819,Banks,5.245,44.520143,5.267,2018
CFFI US Equity,127.022,190.2315,Banks,5.267,42.21316,5.362,2019
CFFI US Equity,152.331,136.2049,Banks,5.362,36.670146,5.586,2020
CFFI US Equity,142.891,181.8411,Banks,5.586,38.567859000000006,5.511,2021
ATCX US Equity,538.799,311.3153,Engineering Services,6.834,20.428768,11.007,2021
KAR US Equity,1886.3,1839.6633,Automotive Wholesalers,26.269,14.140381,26.673,2011
KAR US Equity,1963.4,2765.9507,Automotive Wholesalers,26.673,13.829072,27.152,2012
KAR US Equity,2173.3,4108.265,Automotive Wholesalers,27.152,12.122117999999999,26.345,2013
KAR US Equity,2364.5,4896.6148,Automotive Wholesalers,26.345,11.453161,27.081,2014
KAR US Equity,2690.6,5102.5598,Automotive Wholesalers,27.081,10.2925,27.693,2015
KAR US Equity,3150.1,5823.5634,Automotive Wholesalers,27.693,9.295259999999999,29.281,2016
KAR US Equity,3458.0,6784.2566,Automotive Wholesalers,29.281,8.810873,30.468,2017
KAR US Equity,3769.6,6341.369,Automotive Wholesalers,30.468,8.656356,32.631,2018
KAR US Equity,2781.9,2807.2809,Automotive Wholesalers,32.631,11.2265,31.231,2019
KAR US Equity,2187.7,2413.7199,Automotive Wholesalers,31.231,12.051012,26.364,2020
KAR US Equity,2251.6,1892.5668,Automotive Wholesalers,26.364,10.977527,24.717,2021
